link_stub,rank,title,lifetime_gross,year,actor_actress
/title/tt0256415/?ref_=bo_cso_table_102,502,Sweet Home Alabama,"$127,223,418",2002,Reese Witherspoon
/title/tt4701182/?ref_=bo_cso_table_103,503,Bumblebee,"$127,195,589",2018,Hailee Steinfeld
/title/tt0109686/?ref_=bo_cso_table_104,504,Dumb and Dumber,"$127,175,374",1994,Jim Carrey
/title/tt0322259/?ref_=bo_cso_table_105,505,2 Fast 2 Furious,"$127,154,901",2003,Paul Walker
/title/tt0119738/?ref_=bo_cso_table_106,506,My Best Friend's Wedding,"$127,120,029",1997,Julia Roberts
/title/tt1650062/?ref_=bo_cso_table_107,507,Super 8,"$127,004,179",2011,Elle Fanning
/title/tt0143145/?ref_=bo_cso_table_108,508,The World Is Not Enough,"$126,943,684",1999,Pierce Brosnan
/title/tt0108160/?ref_=bo_cso_table_109,509,Sleepless in Seattle,"$126,808,165",1993,Tom Hanks
/title/tt0076729/?ref_=bo_cso_table_110,510,Smokey and the Bandit,"$126,737,428",1977,Burt Reynolds
/title/tt2872732/?ref_=bo_cso_table_111,511,Lucy,"$126,663,600",2014,Scarlett Johansson
/title/tt0918940/?ref_=bo_cso_table_112,512,The Legend of Tarzan,"$126,643,061",2016,Alexander Skarsgård
/title/tt0389790/?ref_=bo_cso_table_113,513,Bee Movie,"$126,631,277",2007,Jerry Seinfeld
/title/tt1446714/?ref_=bo_cso_table_114,514,Prometheus,"$126,477,084",2012,Noomi Rapace
/title/tt1599348/?ref_=bo_cso_table_115,515,Safe House,"$126,373,434",2012,Denzel Washington
/title/tt0280590/?ref_=bo_cso_table_116,516,Mr. Deeds,"$126,293,452",2002,Adam Sandler
/title/tt0120382/?ref_=bo_cso_table_117,517,The Truman Show,"$125,618,201",1998,Jim Carrey
/title/tt0195685/?ref_=bo_cso_table_118,518,Erin Brockovich,"$125,595,205",2000,Julia Roberts
/title/tt0349903/?ref_=bo_cso_table_119,519,Ocean's Twelve,"$125,544,280",2004,George Clooney
/title/tt0438488/?ref_=bo_cso_table_120,520,Terminator Salvation,"$125,322,469",2009,Christian Bale
/title/tt0160127/?ref_=bo_cso_table_121,521,Charlie's Angels,"$125,305,545",2000,Cameron Diaz
/title/tt0120347/?ref_=bo_cso_table_122,522,Tomorrow Never Dies,"$125,304,276",1997,Pierce Brosnan
/title/tt1091191/?ref_=bo_cso_table_123,523,Lone Survivor,"$125,095,601",2013,Mark Wahlberg
/title/tt3263904/?ref_=bo_cso_table_124,524,Sully,"$125,070,033",2016,Tom Hanks
/title/tt0084602/?ref_=bo_cso_table_125,525,Rocky III,"$125,049,125",1982,Sylvester Stallone
/title/tt1606389/?ref_=bo_cso_table_126,526,The Vow,"$125,014,030",2012,Rachel McAdams
/title/tt0454876/?ref_=bo_cso_table_127,527,Life of Pi,"$124,987,023",2012,Suraj Sharma
/title/tt2582846/?ref_=bo_cso_table_128,528,The Fault in Our Stars,"$124,872,350",2014,Shailene Woodley
/title/tt0844471/?ref_=bo_cso_table_129,529,Cloudy with a Chance of Meatballs,"$124,870,275",2009,Anna Faris
/title/tt0458352/?ref_=bo_cso_table_130,530,The Devil Wears Prada,"$124,740,460",2006,Anne Hathaway
/title/tt0337741/?ref_=bo_cso_table_131,531,Something's Gotta Give,"$124,728,738",2003,Jack Nicholson
/title/tt0181865/?ref_=bo_cso_table_132,532,Traffic,"$124,115,725",2000,Michael Douglas
/title/tt0115685/?ref_=bo_cso_table_133,533,The Birdcage,"$124,060,553",1996,Robin Williams
/title/tt0101587/?ref_=bo_cso_table_134,534,City Slickers,"$124,033,791",1991,Billy Crystal
/title/tt0093105/?ref_=bo_cso_table_135,535,"Good Morning, Vietnam","$123,922,370",1987,Robin Williams
/title/tt1192628/?ref_=bo_cso_table_136,536,Rango,"$123,477,607",2011,Johnny Depp
/title/tt0144528/?ref_=bo_cso_table_137,537,Nutty Professor II: The Klumps,"$123,309,890",2000,Eddie Murphy
/title/tt1979388/?ref_=bo_cso_table_138,538,The Good Dinosaur,"$123,087,120",2015,Jeffrey Wright
/title/tt1583421/?ref_=bo_cso_table_139,539,G.I. Joe: Retaliation,"$122,523,060",2013,Dwayne Johnson
/title/tt0109444/?ref_=bo_cso_table_140,540,Clear and Present Danger,"$122,187,717",1994,Harrison Ford
/title/tt0099810/?ref_=bo_cso_table_141,541,The Hunt for Red October,"$122,012,643",1990,Sean Connery
/title/tt0103855/?ref_=bo_cso_table_142,542,The Bodyguard,"$122,006,740",1992,Kevin Costner
/title/tt0105793/?ref_=bo_cso_table_143,543,Wayne's World,"$121,697,323",1992,Mike Myers
/title/tt0258463/?ref_=bo_cso_table_144,544,The Bourne Identity,"$121,661,683",2002,Franka Potente
/title/tt0829482/?ref_=bo_cso_table_145,545,Superbad,"$121,463,226",2007,Michael Cera
/title/tt0111257/?ref_=bo_cso_table_146,546,Speed,"$121,248,145",1994,Keanu Reeves
/title/tt0343660/?ref_=bo_cso_table_147,547,50 First Dates,"$120,908,074",2004,Adam Sandler
/title/tt6911608/?ref_=bo_cso_table_148,548,Mamma Mia! Here We Go Again,"$120,634,935",2018,Lily James
/title/tt0120762/?ref_=bo_cso_table_149,549,Mulan,"$120,620,254",1998,Ming-Na Wen
/title/tt0361748/?ref_=bo_cso_table_150,550,Inglourious Basterds,"$120,540,719",2009,Brad Pitt
/title/tt0329575/?ref_=bo_cso_table_151,551,Seabiscuit,"$120,277,854",2003,Tobey Maguire
/title/tt0338526/?ref_=bo_cso_table_152,552,Van Helsing,"$120,177,084",2004,Hugh Jackman
/title/tt0369436/?ref_=bo_cso_table_153,553,Four Christmases,"$120,146,040",2008,Reese Witherspoon
/title/tt0762107/?ref_=bo_cso_table_154,554,I Now Pronounce You Chuck & Larry,"$120,059,556",2007,Adam Sandler
/title/tt0110475/?ref_=bo_cso_table_155,555,The Mask,"$119,938,730",1994,Jim Carrey
/title/tt1985966/?ref_=bo_cso_table_156,556,Cloudy with a Chance of Meatballs 2,"$119,793,567",2013,Bill Hader
/title/tt0102057/?ref_=bo_cso_table_157,557,Hook,"$119,654,823",1991,Dustin Hoffman
/title/tt0071230/?ref_=bo_cso_table_158,558,Blazing Saddles,"$119,601,481",1974,Cleavon Little
/title/tt0358273/?ref_=bo_cso_table_159,559,Walk the Line,"$119,519,402",2005,Joaquin Phoenix
/title/tt0436339/?ref_=bo_cso_table_160,560,G-Force,"$119,436,770",2009,Will Arnett
/title/tt0100802/?ref_=bo_cso_table_161,561,Total Recall,"$119,412,921",1990,Arnold Schwarzenegger
/title/tt0082846/?ref_=bo_cso_table_162,562,On Golden Pond,"$119,285,432",1981,Katharine Hepburn
/title/tt1386588/?ref_=bo_cso_table_163,563,The Other Guys,"$119,219,978",2010,Will Ferrell
/title/tt0361596/?ref_=bo_cso_table_164,564,Fahrenheit 9/11,"$119,194,771",2004,Michael Moore
/title/tt0096874/?ref_=bo_cso_table_165,565,Back to the Future Part II,"$119,000,002",1989,Michael J. Fox
/title/tt0164184/?ref_=bo_cso_table_166,566,The Sum of All Fears,"$118,907,036",2002,Ben Affleck
/title/tt0427327/?ref_=bo_cso_table_167,567,Hairspray,"$118,871,849",2007,John Travolta
/title/tt0452594/?ref_=bo_cso_table_168,568,The Break-Up,"$118,703,275",2006,Jennifer Aniston
/title/tt0339291/?ref_=bo_cso_table_169,569,A Series of Unfortunate Events,"$118,634,549",2004,Jim Carrey
/title/tt0445934/?ref_=bo_cso_table_170,570,Blades of Glory,"$118,594,548",2007,Will Ferrell
/title/tt0944835/?ref_=bo_cso_table_171,571,Salt,"$118,311,368",2010,Angelina Jolie
/title/tt0103772/?ref_=bo_cso_table_172,572,Basic Instinct,"$117,727,224",1992,Michael Douglas
/title/tt1670345/?ref_=bo_cso_table_173,573,Now You See Me,"$117,723,989",2013,Jesse Eisenberg
/title/tt1950186/?ref_=bo_cso_table_174,574,Ford v Ferrari,"$117,624,357",2019,Matt Damon
/title/tt0208003/?ref_=bo_cso_table_175,575,Big Momma's House,"$117,559,438",2000,Martin Lawrence
/title/tt0099423/?ref_=bo_cso_table_176,576,Die Hard 2,"$117,540,947",1990,Bruce Willis
/title/tt1499658/?ref_=bo_cso_table_177,577,Horrible Bosses,"$117,538,559",2011,Jason Bateman
/title/tt5814060/?ref_=bo_cso_table_178,578,The Nun,"$117,450,119",2018,Demián Bichir
/title/tt0075148/?ref_=bo_cso_table_179,579,Rocky,"$117,235,147",1976,Sylvester Stallone
/title/tt1116184/?ref_=bo_cso_table_180,580,Jackass 3D,"$117,229,692",2010,Johnny Knoxville
/title/tt0496806/?ref_=bo_cso_table_181,581,Ocean's Thirteen,"$117,154,724",2007,George Clooney
/title/tt0257076/?ref_=bo_cso_table_182,582,S.W.A.T.,"$116,934,650",2003,Samuel L. Jackson
/title/tt0993846/?ref_=bo_cso_table_183,583,The Wolf of Wall Street,"$116,900,694",2013,Leonardo DiCaprio
/title/tt0298203/?ref_=bo_cso_table_184,584,8 Mile,"$116,750,901",2002,Eminem
/title/tt0150377/?ref_=bo_cso_table_185,585,Double Jeopardy,"$116,741,558",1999,Ashley Judd
/title/tt1327773/?ref_=bo_cso_table_186,586,Lee Daniels' The Butler,"$116,632,095",2013,Forest Whitaker
/title/tt1133985/?ref_=bo_cso_table_187,587,Green Lantern,"$116,601,172",2011,Ryan Reynolds
/title/tt0125439/?ref_=bo_cso_table_188,588,Notting Hill,"$116,089,678",1999,Hugh Grant
/title/tt0072308/?ref_=bo_cso_table_189,589,The Towering Inferno,"$116,000,000",1974,Paul Newman
/title/tt0128853/?ref_=bo_cso_table_190,590,You've Got Mail,"$115,821,495",1998,Tom Hanks
/title/tt0259324/?ref_=bo_cso_table_191,591,Ghost Rider,"$115,802,596",2007,Nicolas Cage
/title/tt0210945/?ref_=bo_cso_table_192,592,Remember the Titans,"$115,719,751",2000,Denzel Washington
/title/tt6343314/?ref_=bo_cso_table_193,593,Creed II,"$115,715,889",2018,Michael B. Jordan
/title/tt1136608/?ref_=bo_cso_table_194,594,District 9,"$115,646,235",2009,Sharlto Copley
/title/tt1809398/?ref_=bo_cso_table_195,595,Unbroken,"$115,637,895",2014,Jack O'Connell
/title/tt5117670/?ref_=bo_cso_table_196,596,Peter Rabbit,"$115,253,424",2018,James Corden
/title/tt0094737/?ref_=bo_cso_table_197,597,Big,"$115,227,281",1988,Tom Hanks
/title/tt3564472/?ref_=bo_cso_table_198,598,Girls Trip,"$115,171,585",2017,Regina Hall
/title/tt0091326/?ref_=bo_cso_table_199,599,The Karate Kid Part II,"$115,103,979",1986,Pat Morita
/title/tt0069704/?ref_=bo_cso_table_200,600,American Graffiti,"$115,000,000",1973,Richard Dreyfuss
/title/tt3861390/?ref_=bo_cso_table_1,601,Dumbo,"$114,766,307",2019,Colin Farrell
/title/tt4465564/?ref_=bo_cso_table_2,602,Fifty Shades Darker,"$114,581,250",2017,Dakota Johnson
/title/tt0364725/?ref_=bo_cso_table_3,603,Dodgeball: A True Underdog Story,"$114,326,736",2004,Ben Stiller
/title/tt0368447/?ref_=bo_cso_table_4,604,The Village,"$114,197,520",2004,Sigourney Weaver
/title/tt0397892/?ref_=bo_cso_table_5,605,Bolt,"$114,053,579",2008,John Travolta
/title/tt4777008/?ref_=bo_cso_table_6,606,Maleficent: Mistress of Evil,"$113,929,605",2019,Angelina Jolie
/title/tt0120891/?ref_=bo_cso_table_7,607,Wild Wild West,"$113,804,681",1999,Will Smith
/title/tt2692250/?ref_=bo_cso_table_8,608,Night at the Museum: Secret of the Tomb,"$113,746,621",2014,Ben Stiller
/title/tt1915581/?ref_=bo_cso_table_9,609,Magic Mike,"$113,721,571",2012,Channing Tatum
/title/tt0101272/?ref_=bo_cso_table_10,610,The Addams Family,"$113,502,426",1991,Anjelica Huston
/title/tt0187393/?ref_=bo_cso_table_11,611,The Patriot,"$113,330,342",2000,Mel Gibson
/title/tt4651520/?ref_=bo_cso_table_12,612,Bad Moms,"$113,257,297",2016,Mila Kunis
/title/tt1194173/?ref_=bo_cso_table_13,613,The Bourne Legacy,"$113,203,870",2012,Jeremy Renner
/title/tt0395699/?ref_=bo_cso_table_14,614,The Pacifier,"$113,086,868",2005,Vin Diesel
/title/tt0240462/?ref_=bo_cso_table_15,615,Dr. Dolittle 2,"$112,952,899",2001,Eddie Murphy
/title/tt0073629/?ref_=bo_cso_table_16,616,The Rocky Horror Picture Show,"$112,892,319",1975,Tim Curry
/title/tt1230414/?ref_=bo_cso_table_17,617,It's Complicated,"$112,735,375",2009,Meryl Streep
/title/tt0227538/?ref_=bo_cso_table_18,618,Spy Kids,"$112,719,001",2001,Alexa PenaVega
/title/tt0097428/?ref_=bo_cso_table_19,619,Ghostbusters II,"$112,494,738",1989,Bill Murray
/title/tt0119094/?ref_=bo_cso_table_20,620,Face/Off,"$112,276,146",1997,John Travolta
/title/tt1951261/?ref_=bo_cso_table_21,621,The Hangover Part III,"$112,200,072",2013,Bradley Cooper
/title/tt0096320/?ref_=bo_cso_table_22,622,Twins,"$111,938,388",1988,Arnold Schwarzenegger
/title/tt0338459/?ref_=bo_cso_table_23,623,Spy Kids 3-D: Game Over,"$111,761,982",2003,Daryl Sabara
/title/tt0059113/?ref_=bo_cso_table_24,624,Doctor Zhivago,"$111,721,910",1965,Omar Sharif
/title/tt0120660/?ref_=bo_cso_table_25,625,Enemy of the State,"$111,549,836",1998,Will Smith
/title/tt0097757/?ref_=bo_cso_table_26,626,The Little Mermaid,"$111,543,479",1989,Jodi Benson
/title/tt0864835/?ref_=bo_cso_table_27,627,Mr. Peabody & Sherman,"$111,506,430",2014,Ty Burrell
/title/tt0084522/?ref_=bo_cso_table_28,628,Porky's,"$111,289,673",1982,Dan Monahan
/title/tt0325710/?ref_=bo_cso_table_29,629,The Last Samurai,"$111,127,263",2003,Tom Cruise
/title/tt6823368/?ref_=bo_cso_table_30,630,Glass,"$111,048,468",2019,James McAvoy
/title/tt3079380/?ref_=bo_cso_table_31,631,Spy,"$110,825,712",2015,Melissa McCarthy
/title/tt0942385/?ref_=bo_cso_table_32,632,Tropic Thunder,"$110,515,313",2008,Ben Stiller
/title/tt3741700/?ref_=bo_cso_table_33,633,Godzilla: King of the Monsters,"$110,500,138",2019,Kyle Chandler
/title/tt0817230/?ref_=bo_cso_table_34,634,Valentine's Day,"$110,485,654",2010,Julia Roberts
/title/tt0391198/?ref_=bo_cso_table_35,635,The Grudge,"$110,359,362",2004,Sarah Michelle Gellar
/title/tt0369441/?ref_=bo_cso_table_36,636,Fun with Dick and Jane,"$110,332,737",2005,Jim Carrey
/title/tt0322330/?ref_=bo_cso_table_37,637,Freaky Friday,"$110,230,332",2003,Jamie Lee Curtis
/title/tt3152624/?ref_=bo_cso_table_38,638,Trainwreck,"$110,212,700",2015,Amy Schumer
/title/tt0960731/?ref_=bo_cso_table_39,639,Bedtime Stories,"$110,101,975",2008,Adam Sandler
/title/tt0306047/?ref_=bo_cso_table_40,640,Scary Movie 3,"$110,003,217",2003,Anna Faris
/title/tt3076658/?ref_=bo_cso_table_41,641,Creed,"$109,767,581",2015,Michael B. Jordan
/title/tt0092007/?ref_=bo_cso_table_42,642,Star Trek IV: The Voyage Home,"$109,713,132",1986,William Shatner
/title/tt0405422/?ref_=bo_cso_table_43,643,The 40-Year-Old Virgin,"$109,449,237",2005,Steve Carell
/title/tt0092493/?ref_=bo_cso_table_44,644,Crocodile Dundee II,"$109,306,210",1988,Paul Hogan
/title/tt1078940/?ref_=bo_cso_table_45,645,Couples Retreat,"$109,204,945",2009,Vince Vaughn
/title/tt0073486/?ref_=bo_cso_table_46,646,One Flew Over the Cuckoo's Nest,"$108,981,275",1975,Jack Nicholson
/title/tt0117913/?ref_=bo_cso_table_47,647,A Time to Kill,"$108,766,007",1996,Matthew McConaughey
/title/tt0265086/?ref_=bo_cso_table_48,648,Black Hawk Down,"$108,638,745",2001,Josh Hartnett
/title/tt0086425/?ref_=bo_cso_table_49,649,Terms of Endearment,"$108,423,489",1983,Shirley MacLaine
/title/tt0112281/?ref_=bo_cso_table_50,650,Ace Ventura: When Nature Calls,"$108,385,533",1995,Jim Carrey
/title/tt1987680/?ref_=bo_cso_table_51,651,The Upside,"$108,252,517",2019,Kevin Hart
/title/tt0247638/?ref_=bo_cso_table_52,652,The Princess Diaries,"$108,248,956",2001,Julie Andrews
/title/tt0081573/?ref_=bo_cso_table_53,653,Superman II,"$108,185,706",1981,Gene Hackman
/title/tt3281548/?ref_=bo_cso_table_54,654,Little Women,"$108,101,214",2019,Saoirse Ronan
/title/tt1411704/?ref_=bo_cso_table_55,655,Hop,"$108,085,305",2011,Russell Brand
/title/tt0110912/?ref_=bo_cso_table_56,656,Pulp Fiction,"$107,928,762",1994,John Travolta
/title/tt1179904/?ref_=bo_cso_table_57,657,Paranormal Activity,"$107,918,810",2009,Katie Featherston
/title/tt3890160/?ref_=bo_cso_table_58,658,Baby Driver,"$107,825,862",2017,Ansel Elgort
/title/tt0104694/?ref_=bo_cso_table_59,659,A League of Their Own,"$107,533,928",1992,Tom Hanks
/title/tt0848537/?ref_=bo_cso_table_60,660,Epic,"$107,518,682",2013,Amanda Seyfried
/title/tt0409459/?ref_=bo_cso_table_61,661,Watchmen,"$107,509,799",2009,Jackie Earle Haley
/title/tt1985949/?ref_=bo_cso_table_62,662,The Angry Birds Movie,"$107,509,366",2016,Jason Sudeikis
/title/tt0118688/?ref_=bo_cso_table_63,663,Batman & Robin,"$107,353,792",1997,Arnold Schwarzenegger
/title/tt1535109/?ref_=bo_cso_table_64,664,Captain Phillips,"$107,100,855",2013,Tom Hanks
/title/tt0947798/?ref_=bo_cso_table_65,665,Black Swan,"$106,954,678",2010,Natalie Portman
/title/tt0122933/?ref_=bo_cso_table_66,666,Analyze This,"$106,885,658",1999,Robert De Niro
/title/tt0120630/?ref_=bo_cso_table_67,667,Chicken Run,"$106,834,564",2000,Mel Gibson
/title/tt0212346/?ref_=bo_cso_table_68,668,Miss Congeniality,"$106,807,667",2000,Sandra Bullock
/title/tt0107211/?ref_=bo_cso_table_69,669,Indecent Proposal,"$106,614,059",1993,Robert Redford
/title/tt0097239/?ref_=bo_cso_table_70,670,Driving Miss Daisy,"$106,593,296",1989,Morgan Freeman
/title/tt1253863/?ref_=bo_cso_table_71,671,300: Rise of an Empire,"$106,580,051",2014,Sullivan Stapleton
/title/tt0066011/?ref_=bo_cso_table_72,672,Love Story,"$106,550,690",1970,Ali MacGraw
/title/tt0113189/?ref_=bo_cso_table_73,673,GoldenEye,"$106,429,941",1995,Pierce Brosnan
/title/tt0079417/?ref_=bo_cso_table_74,674,Kramer vs. Kramer,"$106,260,000",1979,Dustin Hoffman
/title/tt0317740/?ref_=bo_cso_table_75,675,The Italian Job,"$106,128,601",2003,Donald Sutherland
/title/tt0251127/?ref_=bo_cso_table_76,676,How to Lose a Guy in 10 Days,"$105,813,373",2003,Kate Hudson
/title/tt3513498/?ref_=bo_cso_table_77,677,The Lego Movie 2: The Second Part,"$105,806,508",2019,Chris Pratt
/title/tt0116313/?ref_=bo_cso_table_78,678,The First Wives Club,"$105,489,203",1996,Goldie Hawn
/title/tt0955308/?ref_=bo_cso_table_79,679,Robin Hood,"$105,269,730",2010,Russell Crowe
/title/tt0110148/?ref_=bo_cso_table_80,680,Interview with the Vampire: The Vampire Chronicles,"$105,264,608",1994,Brad Pitt
/title/tt0119190/?ref_=bo_cso_table_81,681,George of the Jungle,"$105,263,257",1997,Brendan Fraser
/title/tt5503686/?ref_=bo_cso_table_82,682,Hustlers,"$104,963,598",2019,Constance Wu
/title/tt0061722/?ref_=bo_cso_table_83,683,The Graduate,"$104,945,305",1967,Dustin Hoffman
/title/tt4765284/?ref_=bo_cso_table_84,684,Pitch Perfect 3,"$104,897,530",2017,Anna Kendrick
/title/tt0117333/?ref_=bo_cso_table_85,685,Phenomenon,"$104,636,382",1996,John Travolta
/title/tt0328828/?ref_=bo_cso_table_86,686,American Wedding,"$104,565,114",2003,Jason Biggs
/title/tt0257044/?ref_=bo_cso_table_87,687,Road to Perdition,"$104,454,762",2002,Tom Hanks
/title/tt0780521/?ref_=bo_cso_table_88,688,The Princess and the Frog,"$104,400,899",2009,Anika Noni Rose
/title/tt0980970/?ref_=bo_cso_table_89,689,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$104,386,950",2010,Ben Barnes
/title/tt0317303/?ref_=bo_cso_table_90,690,Daddy Day Care,"$104,297,061",2003,Eddie Murphy
/title/tt5657846/?ref_=bo_cso_table_91,691,Daddy's Home 2,"$104,029,443",2017,Will Ferrell
/title/tt1778304/?ref_=bo_cso_table_92,692,Paranormal Activity 3,"$104,028,807",2011,Chloe Csengery
/title/tt1397514/?ref_=bo_cso_table_93,693,Journey 2: The Mysterious Island,"$103,860,290",2012,Josh Hutcherson
/title/tt7959026/?ref_=bo_cso_table_94,694,The Mule,"$103,804,407",2018,Clint Eastwood
/title/tt0099422/?ref_=bo_cso_table_95,695,Dick Tracy,"$103,738,726",1990,Warren Beatty
/title/tt1446192/?ref_=bo_cso_table_96,696,Rise of the Guardians,"$103,412,758",2012,Hugh Jackman
/title/tt0443489/?ref_=bo_cso_table_97,697,Dreamgirls,"$103,365,956",2006,Beyoncé
/title/tt0080319/?ref_=bo_cso_table_98,698,9 to 5,"$103,290,500",1980,Jane Fonda
/title/tt1628841/?ref_=bo_cso_table_99,699,Independence Day: Resurgence,"$103,144,286",2016,Liam Hemsworth
/title/tt1320253/?ref_=bo_cso_table_100,700,The Expendables,"$103,068,524",2010,Sylvester Stallone
/title/tt0117571/?ref_=bo_cso_table_101,701,Scream,"$103,046,663",1996,Neve Campbell
/title/tt1564367/?ref_=bo_cso_table_102,702,Just Go with It,"$103,028,109",2011,Adam Sandler
/title/tt3402236/?ref_=bo_cso_table_103,703,Murder on the Orient Express,"$102,826,543",2017,Kenneth Branagh
/title/tt0144214/?ref_=bo_cso_table_104,704,The General's Daughter,"$102,705,852",1999,John Travolta
/title/tt0338751/?ref_=bo_cso_table_105,705,The Aviator,"$102,610,330",2004,Leonardo DiCaprio
/title/tt0163651/?ref_=bo_cso_table_106,706,American Pie,"$102,561,004",1999,Jason Biggs
/title/tt0287978/?ref_=bo_cso_table_107,707,Daredevil,"$102,543,518",2003,Ben Affleck
/title/tt1568346/?ref_=bo_cso_table_108,708,The Girl with the Dragon Tattoo,"$102,515,793",2011,Daniel Craig
/title/tt0859163/?ref_=bo_cso_table_109,709,The Mummy: Tomb of the Dragon Emperor,"$102,491,776",2008,Brendan Fraser
/title/tt3065204/?ref_=bo_cso_table_110,710,The Conjuring 2,"$102,470,008",2016,Vera Farmiga
/title/tt1790864/?ref_=bo_cso_table_111,711,The Maze Runner,"$102,427,862",2014,Dylan O'Brien
/title/tt0107206/?ref_=bo_cso_table_112,712,In the Line of Fire,"$102,314,823",1993,Clint Eastwood
/title/tt0064115/?ref_=bo_cso_table_113,713,Butch Cassidy and the Sundance Kid,"$102,308,889",1969,Paul Newman
/title/tt0058331/?ref_=bo_cso_table_114,714,Mary Poppins,"$102,272,727",1964,Julie Andrews
/title/tt0034492/?ref_=bo_cso_table_115,715,Bambi,"$102,247,150",1942,Hardie Albright
/title/tt5140878/?ref_=bo_cso_table_116,716,Annabelle: Creation,"$102,092,201",2017,Anthony LaPaglia
/title/tt3766354/?ref_=bo_cso_table_117,717,The Equalizer 2,"$102,084,362",2018,Denzel Washington
/title/tt3063516/?ref_=bo_cso_table_118,718,Bad Grandpa,"$102,003,019",2013,Johnny Knoxville
/title/tt1663662/?ref_=bo_cso_table_119,719,Pacific Rim,"$101,802,906",2013,Idris Elba
/title/tt0373051/?ref_=bo_cso_table_120,720,Journey to the Center of the Earth,"$101,704,370",2008,Brendan Fraser
/title/tt0187078/?ref_=bo_cso_table_121,721,Gone in 60 Seconds,"$101,648,571",2000,Nicolas Cage
/title/tt0110478/?ref_=bo_cso_table_122,722,Maverick,"$101,631,272",1994,Mel Gibson
/title/tt0102945/?ref_=bo_cso_table_123,723,Sleeping with the Enemy,"$101,599,005",1991,Julia Roberts
/title/tt0455944/?ref_=bo_cso_table_124,724,The Equalizer,"$101,530,738",2014,Denzel Washington
/title/tt1245492/?ref_=bo_cso_table_125,725,This Is the End,"$101,470,202",2013,James Franco
/title/tt1059786/?ref_=bo_cso_table_126,726,Eagle Eye,"$101,440,743",2008,Shia LaBeouf
/title/tt0120794/?ref_=bo_cso_table_127,727,The Prince of Egypt,"$101,413,188",1998,Val Kilmer
/title/tt0120082/?ref_=bo_cso_table_128,728,Scream 2,"$101,363,301",1997,Neve Campbell
/title/tt0081562/?ref_=bo_cso_table_129,729,Stir Crazy,"$101,300,000",1980,Gene Wilder
/title/tt0116213/?ref_=bo_cso_table_130,730,Eraser,"$101,295,562",1996,Arnold Schwarzenegger
/title/tt1959490/?ref_=bo_cso_table_131,731,Noah,"$101,200,044",2014,Russell Crowe
/title/tt0105695/?ref_=bo_cso_table_132,732,Unforgiven,"$101,157,447",1992,Clint Eastwood
/title/tt0312528/?ref_=bo_cso_table_133,733,The Cat in the Hat,"$101,149,285",2003,Mike Myers
/title/tt0118880/?ref_=bo_cso_table_134,734,Con Air,"$101,117,573",1997,Nicolas Cage
/title/tt0162661/?ref_=bo_cso_table_135,735,Sleepy Hollow,"$101,071,502",1999,Johnny Depp
/title/tt2231461/?ref_=bo_cso_table_136,736,Rampage,"$101,028,233",2018,Dwayne Johnson
/title/tt0369339/?ref_=bo_cso_table_137,737,Collateral,"$101,005,703",2004,Tom Cruise
/title/tt0118884/?ref_=bo_cso_table_138,738,Contact,"$100,920,329",1997,Jodie Foster
/title/tt0305357/?ref_=bo_cso_table_139,739,Charlie's Angels: Full Throttle,"$100,830,111",2003,Drew Barrymore
/title/tt0107798/?ref_=bo_cso_table_140,740,The Pelican Brief,"$100,768,056",1993,Julia Roberts
/title/tt1620981/?ref_=bo_cso_table_141,741,The Addams Family,"$100,723,831",2019,Oscar Isaac
/title/tt0259711/?ref_=bo_cso_table_142,742,Vanilla Sky,"$100,618,344",2001,Tom Cruise
/title/tt2543164/?ref_=bo_cso_table_143,743,Arrival,"$100,546,139",2016,Amy Adams
/title/tt1231583/?ref_=bo_cso_table_144,744,Due Date,"$100,539,043",2010,Robert Downey Jr.
/title/tt0113497/?ref_=bo_cso_table_145,745,Jumanji,"$100,499,940",1995,Robin Williams
/title/tt0134067/?ref_=bo_cso_table_146,746,The Rugrats Movie,"$100,494,675",1998,Elizabeth Daily
/title/tt0405159/?ref_=bo_cso_table_147,747,Million Dollar Baby,"$100,492,203",2004,Hilary Swank
/title/tt0065377/?ref_=bo_cso_table_148,748,Airport,"$100,489,151",1970,Burt Lancaster
/title/tt1620680/?ref_=bo_cso_table_149,749,A Wrinkle in Time,"$100,478,608",2018,Storm Reid
/title/tt0838283/?ref_=bo_cso_table_150,750,Step Brothers,"$100,468,793",2008,Will Ferrell
/title/tt0413099/?ref_=bo_cso_table_151,751,Evan Almighty,"$100,462,298",2007,Steve Carell
/title/tt4477536/?ref_=bo_cso_table_152,752,Fifty Shades Freed,"$100,407,760",2018,Dakota Johnson
/title/tt0112642/?ref_=bo_cso_table_153,753,Casper,"$100,328,194",1995,Bill Pullman
/title/tt0138097/?ref_=bo_cso_table_154,754,Shakespeare in Love,"$100,317,794",1998,Gwyneth Paltrow
/title/tt1284575/?ref_=bo_cso_table_155,755,Bad Teacher,"$100,292,856",2011,Cameron Diaz
/title/tt1302067/?ref_=bo_cso_table_156,756,Yogi Bear,"$100,246,011",2010,Dan Aykroyd
/title/tt0409847/?ref_=bo_cso_table_157,757,Cowboys & Aliens,"$100,240,551",2011,Daniel Craig
/title/tt4649466/?ref_=bo_cso_table_158,758,Kingsman: The Golden Circle,"$100,234,838",2017,Taron Egerton
